sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,INSDC_Pf8,INSDC_GenRe_GRC1,INSDC_GenRe_GRC2,INSDC_GenRe_SPEC
RCN14729,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626559,ERR14391708,ERR14391709,ERR14391710
RCN14730,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626560,ERR14391711,ERR14391712,ERR14391713
RCN14731,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626561,ERR14391714,ERR14391715,ERR14391716
RCN14732,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626562,ERR14391717,ERR14391718,ERR14391719
RCN14733,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626563,ERR14391720,ERR14391721,ERR14391722
RCN14738,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626564,ERR14391735,ERR14391736,ERR14391737
RCN14739,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626565,ERR14391738,ERR14391739,ERR14391740
RCN14740,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626566,ERR14391741,ERR14391742,ERR14391743
RCN14741,Vietnam,AmpSeqV2,Sensitive,Resistant,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626567,ERR14391744,ERR14391745,ERR14391746
RCN14744,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626568,ERR14391750,ERR14391751,ERR14391752
RCN14746,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626569,ERR14391753,ERR14391754,ERR14391755
RCN14748,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626570,ERR14391756,ERR14391757,ERR14391758
RCN14752,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626572,ERR14391765,ERR14391766,ERR14391767
RCN14753,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626573,ERR14391768,ERR14391769,ERR14391770
RCN14754,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626574,ERR14391771,ERR14391772,ERR14391773
RCN14756,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626576,ERR14391777,ERR14391778,ERR14391779
RCN14757,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626577,ERR14391780,ERR14391781,ERR14391782
RCN14760,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626578,ERR14391789,ERR14391790,ERR14391791
RCN14762,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626579,ERR14391795,ERR14391796,ERR14391797
RCN14763,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626580,ERR14391798,ERR14391799,ERR14391800
RCN14766,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626581,ERR14391807,ERR14391808,ERR14391809
RCN14770,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626582,ERR14391819,ERR14391820,ERR14391821
RCN14771,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626583,ERR14391822,ERR14391823,ERR14391824
RCN14777,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626585,ERR14391840,ERR14391841,ERR14391842
RCN14787,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626588,ERR14391855,ERR14391856,ERR14391857
RCN14794,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626590,ERR14391876,ERR14391877,ERR14391878
RCN14795,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626591,ERR14391879,ERR14391880,ERR14391881
RCN14799,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626592,ERR14391891,ERR14391892,ERR14391893
RCN14800,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626593,ERR14391894,ERR14391895,ERR14391896
RCN14802,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626594,ERR14391900,ERR14391901,ERR14391902
RCN14803,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626595,ERR14391903,ERR14391904,ERR14391905
RCN14807,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626596,ERR14391915,ERR14391916,ERR14391917
RCN14810,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626598,ERR14391924,ERR14391925,ERR14391926
RCN14811,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626599,ERR14391927,ERR14391928,ERR14391929
RCN14814,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626600,ERR14391936,ERR14391937,ERR14391938
RCN14816,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626602,ERR14391942,ERR14391943,ERR14391944
RCN14818,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626603,ERR14391948,ERR14391949,ERR14391950
RCN14819,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626604,ERR14391951,ERR14391952,ERR14391953
RCN14827,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626605,ERR14391972,ERR14391973,ERR14391974
RCN14834,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626606,ERR14391993,ERR14391994,ERR14391995
RCN14835,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626607,ERR14391996,ERR14391997,ERR14391998
RCN14839,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626608,ERR14392005,ERR14392006,ERR14392007
RCN14840,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626609,ERR14392008,ERR14392009,ERR14392010
RCN14841,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626610,ERR14392011,ERR14392012,ERR14392013
RCN14843,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626611,ERR14392017,ERR14392018,ERR14392019
RCN14847,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626612,ERR14392029,ERR14392030,ERR14392031
RCN14848,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626613,ERR14392032,ERR14392033,ERR14392034
RCN14849,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626614,ERR14392035,ERR14392036,ERR14392037
RCN14850,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626615,ERR14392038,ERR14392039,ERR14392040
RCN14904,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626617,ERR14392053,ERR14392054,ERR14392055
RCN14906,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626618,ERR14392056,ERR14392057,ERR14392058
RCN14912,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626621,ERR14392065,ERR14392066,ERR14392067
RCN14913,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626622,ERR14392068,ERR14392069,ERR14392070
RCN14915,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626623,ERR14392074,ERR14392075,ERR14392076
RCN14916,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626624,ERR14392077,ERR14392078,ERR14392079
RCN14918,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626625,ERR14392083,ERR14392084,ERR14392085
RCN14919,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626627,ERR14392086,ERR14392087,ERR14392088
RCN14921,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626629,ERR14392092,ERR14392093,ERR14392094
RCN14925,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626632,ERR14392101,ERR14392102,ERR14392103
RCN14926,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15626633,ERR14392104,ERR14392105,ERR14392106
RCN14927,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626634,ERR14392107,ERR14392108,ERR14392109
RCN14928,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626635,ERR14392110,ERR14392111,ERR14392112
RCN14929,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626636,ERR14392113,ERR14392114,ERR14392115
RCN14932,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626638,ERR14392119,ERR14392120,ERR14392121
RCN14935,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626641,ERR14392128,ERR14392129,ERR14392130
RCN14937,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,ERR15626643,ERR14392134,ERR14392135,ERR14392136
RCN14938,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626644,ERR14392137,ERR14392138,ERR14392139
RCN14939,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,ERR15626645,ERR14392140,ERR14392141,ERR14392142
RCN14941,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626648,ERR14392146,ERR14392147,ERR14392148
RCN14952,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626657,ERR14392176,ERR14392177,ERR14392178
RCN14954,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626659,ERR14392182,ERR14392183,ERR14392184
RCN14969,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626667,ERR14392206,ERR14392207,ERR14392208
RCN14975,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626672,ERR14392221,ERR14392222,ERR14392223
RCN15000,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626689,ERR14392278,ERR14392279,ERR14392280
RCN15002,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626691,ERR14392284,ERR14392285,ERR14392286
RCN15003,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,ERR15626692,ERR14392287,ERR14392288,ERR14392289
RCN15004,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626693,ERR14392290,ERR14392291,ERR14392292
RCN15006,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626695,ERR14392296,ERR14392297,ERR14392298
RCN15010,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626699,ERR14392308,ERR14392309,ERR14392310
RCN15020,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626709,ERR14392338,ERR14392339,ERR14392340
RCN15027,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626715,ERR14392350,ERR14392351,ERR14392352
RCN15037,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626725,ERR14392380,ERR14392381,ERR14392382
RCN15044,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626732,ERR14392401,ERR14392402,ERR14392403
RCN15063,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626747,ERR14392452,ERR14392453,ERR14392454
RCN15070,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626754,ERR14392455,ERR14392456,ERR14392457
RCN15072,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626756,ERR14392461,ERR14392462,ERR14392463
RCN15073,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626757,ERR14392464,ERR14392465,ERR14392466
RCN15074,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626758,ERR14392467,ERR14392468,ERR14392469
RCN15086,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626770,ERR14392503,ERR14392504,ERR14392505
RCN15089,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626772,ERR14392512,ERR14392513,ERR14392514
RCN15090,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626774,ERR14392515,ERR14392516,ERR14392517
RCN15095,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626779,ERR14392530,ERR14392531,ERR14392532
RCN15183,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626845,ERR14392779,ERR14392780,ERR14392781
RCN15184,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626846,ERR14392782,ERR14392783,ERR14392784
RCN15191,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626853,ERR14392803,ERR14392804,ERR14392805
RCN15193,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626855,ERR14392809,ERR14392810,ERR14392811
RCN15195,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626857,ERR14392815,ERR14392816,ERR14392817
RCN15196,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626858,ERR14392818,ERR14392819,ERR14392820
RCN15197,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626859,ERR14392821,ERR14392822,ERR14392823
RCN15201,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626863,ERR14392833,ERR14392834,ERR14392835
RCN15202,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Undetermined,Resistant,Sensitive,Sensitive,Sensitive,ERR15626864,ERR14392836,ERR14392837,ERR14392838
RCN15208,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,ERR15626869,ERR14392854,ERR14392855,ERR14392856
RCN15212,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626873,ERR14392866,ERR14392867,ERR14392868
RCN15218,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626879,ERR14392881,ERR14392882,ERR14392883
RCN15220,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626881,ERR14392887,ERR14392888,ERR14392889
RCN15221,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626882,ERR14392890,ERR14392891,ERR14392892
RCN15222,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626883,ERR14392893,ERR14392894,ERR14392895
RCN15227,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626888,ERR14392908,ERR14392909,ERR14392910
RCN15228,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626889,ERR14392911,ERR14392912,ERR14392913
RCN15233,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626893,ERR14392923,ERR14392924,ERR14392925
RCN15235,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626895,ERR14392929,ERR14392930,ERR14392931
RCN15236,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626896,ERR14392932,ERR14392933,ERR14392934
RCN15237,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626897,ERR14392935,ERR14392936,ERR14392937
RCN15238,Laos,AmpSeqV2,Sensitive,Resistant,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626898,ERR14392938,ERR14392939,ERR14392940
RCN15241,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626901,ERR14392947,ERR14392948,ERR14392949
RCN15242,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626902,ERR14392950,ERR14392951,ERR14392952
RCN15245,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626904,ERR14392959,ERR14392960,ERR14392961
RCN15246,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626906,ERR14392962,ERR14392963,ERR14392964
RCN15248,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626908,ERR14392968,ERR14392969,ERR14392970
RCN15250,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626910,ERR14392974,ERR14392975,ERR14392976
RCN15260,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626918,ERR14392998,ERR14392999,ERR14393000
RCN15271,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626928,ERR14393028,ERR14393029,ERR14393030
RCN15274,Laos,AmpSeqV2,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,ERR15626931,ERR14393037,ERR14393038,ERR14393039
RCN15275,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626932,ERR14393040,ERR14393041,ERR14393042
RCN15276,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626933,ERR14393043,ERR14393044,ERR14393045
RCN15278,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626935,ERR14393049,ERR14393050,ERR14393051
RCN15279,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626936,ERR14393052,ERR14393053,ERR14393054
RCN15281,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626938,ERR14393058,ERR14393059,ERR14393060
RCN15282,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626939,ERR14393061,ERR14393062,ERR14393063
RCN15283,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626940,ERR14393064,ERR14393065,ERR14393066
RCN15284,Laos,AmpSeqV2,Sensitive,Resistant,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626941,ERR14393067,ERR14393068,ERR14393069
RCN15288,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626944,ERR14393073,ERR14393074,ERR14393075
RCN15292,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626948,ERR14393085,ERR14393086,ERR14393087
RCN15293,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626949,ERR14393088,ERR14393089,ERR14393090
RCN15294,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626950,ERR14393091,ERR14393092,ERR14393093
RCN15295,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626951,ERR14393094,ERR14393095,ERR14393096
RCN15297,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626953,ERR14393100,ERR14393101,ERR14393102
RCN15298,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626954,ERR14393103,ERR14393104,ERR14393105
RCN15299,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626955,ERR14393106,ERR14393107,ERR14393108
RCN15301,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626957,ERR14393112,ERR14393113,ERR14393114
RCN15303,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626959,ERR14393118,ERR14393119,ERR14393120
RCN15306,Laos,AmpSeqV2,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,ERR15626962,ERR14393127,ERR14393128,ERR14393129
RCN15307,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626963,ERR14393130,ERR14393131,ERR14393132
RCN15308,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626964,ERR14393133,ERR14393134,ERR14393135
RCN15311,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626967,ERR14393142,ERR14393143,ERR14393144
RCN15315,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626971,ERR14393154,ERR14393155,ERR14393156
RCN15322,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626978,ERR14393175,ERR14393176,ERR14393177
RCN15323,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626979,ERR14393178,ERR14393179,ERR14393180
RCN15325,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626982,ERR14393184,ERR14393185,ERR14393186
RCN15327,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626983,ERR14393190,ERR14393191,ERR14393192
RCN15328,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626984,ERR14393193,ERR14393194,ERR14393195
