sample,sample_accession,library_name,experiment_accession,run_accession
RCN24859,SAMEA120053744,RCN24859_WGS,ERX15025145,ERR15628074
RCN24867,SAMEA120053752,RCN24867_WGS,ERX15025153,ERR15628082
RCN24883,SAMEA120053767,RCN24883_WGS,ERX15025168,ERR15628097
RCN24819,SAMEA120053708,RCN24819_WGS,ERX15025109,ERR15628038
RCN24827,SAMEA120053716,RCN24827_WGS,ERX15025117,ERR15628046
RCN24833,SAMEA120053722,RCN24833_WGS,ERX15025123,ERR15628052
RCN24814,SAMEA120053703,RCN24814_WGS,ERX15025104,ERR15628033
RCN24828,SAMEA120053717,RCN24828_WGS,ERX15025118,ERR15628047
RCN24829,SAMEA120053718,RCN24829_WGS,ERX15025119,ERR15628048
RCN24838,SAMEA120053727,RCN24838_WGS,ERX15025128,ERR15628057
RCN24839,SAMEA120053728,RCN24839_WGS,ERX15025129,ERR15628058
RCN24860,SAMEA120053745,RCN24860_WGS,ERX15025146,ERR15628075
RCN24874,SAMEA120053759,RCN24874_WGS,ERX15025160,ERR15628089
RCN24878,SAMEA120053763,RCN24878_WGS,ERX15025164,ERR15628093
RCN24894,SAMEA120053778,RCN24894_WGS,ERX15025179,ERR15628108
RCN24822,SAMEA120053711,RCN24822_WGS,ERX15025112,ERR15628041
RCN24840,SAMEA120053729,RCN24840_WGS,ERX15025130,ERR15628059
RCN24864,SAMEA120053749,RCN24864_WGS,ERX15025150,ERR15628079
RCN24890,SAMEA120053774,RCN24890_WGS,ERX15025175,ERR15628104
RCN24892,SAMEA120053776,RCN24892_WGS,ERX15025177,ERR15628106
RCN24813,SAMEA120053702,RCN24813_WGS,ERX15025103,ERR15628032
RCN24817,SAMEA120053706,RCN24817_WGS,ERX15025107,ERR15628036
RCN24856,SAMEA120053742,RCN24856_WGS,ERX15025143,ERR15628072
RCN24888,SAMEA120053772,RCN24888_WGS,ERX15025173,ERR15628102
RCN24873,SAMEA120053758,RCN24873_WGS,ERX15025159,ERR15628088
RCN24823,SAMEA120053712,RCN24823_WGS,ERX15025113,ERR15628042
RCN24904,SAMEA120053786,RCN24904_WGS,ERX15025187,ERR15628116
RCN24906,SAMEA120053788,RCN24906_WGS,ERX15025189,ERR15628118
RCN24907,SAMEA120053789,RCN24907_WGS,ERX15025190,ERR15628119
RCN24912,SAMEA120053794,RCN24912_WGS,ERX15025195,ERR15628124
RCN24917,SAMEA120053799,RCN24917_WGS,ERX15025200,ERR15628129
RCN24927,SAMEA120053809,RCN24927_WGS,ERX15025210,ERR15628139
RCN24931,SAMEA120053813,RCN24931_WGS,ERX15025214,ERR15628143
RCN24947,SAMEA120053829,RCN24947_WGS,ERX15025230,ERR15628159
RCN24896,SAMEA120053780,RCN24896_WGS,ERX15025181,ERR15628110
RCN24916,SAMEA120053798,RCN24916_WGS,ERX15025199,ERR15628128
RCN24922,SAMEA120053804,RCN24922_WGS,ERX15025205,ERR15628134
RCN24925,SAMEA120053807,RCN24925_WGS,ERX15025208,ERR15628137
RCN24934,SAMEA120053816,RCN24934_WGS,ERX15025217,ERR15628146
RCN24944,SAMEA120053826,RCN24944_WGS,ERX15025227,ERR15628156
RCN24910,SAMEA120053792,RCN24910_WGS,ERX15025193,ERR15628122
RCN24935,SAMEA120053817,RCN24935_WGS,ERX15025218,ERR15628147
RCN24936,SAMEA120053818,RCN24936_WGS,ERX15025219,ERR15628148
RCN24959,SAMEA120053841,RCN24959_WGS,ERX15025242,ERR15628171
RCN24909,SAMEA120053791,RCN24909_WGS,ERX15025192,ERR15628121
RCN24913,SAMEA120053795,RCN24913_WGS,ERX15025196,ERR15628125
RCN24898,SAMEA120053782,RCN24898_WGS,ERX15025183,ERR15628112
RCN24918,SAMEA120053800,RCN24918_WGS,ERX15025201,ERR15628130
RCN24930,SAMEA120053812,RCN24930_WGS,ERX15025213,ERR15628142
RCN24940,SAMEA120053822,RCN24940_WGS,ERX15025223,ERR15628152
RCN24953,SAMEA120053835,RCN24953_WGS,ERX15025236,ERR15628165
RCN24900,SAMEA120053784,RCN24900_WGS,ERX15025185,ERR15628114
RCN24943,SAMEA120053825,RCN24943_WGS,ERX15025226,ERR15628155
RCN24946,SAMEA120053828,RCN24946_WGS,ERX15025229,ERR15628158
RCN24951,SAMEA120053833,RCN24951_WGS,ERX15025234,ERR15628163
RCN24954,SAMEA120053836,RCN24954_WGS,ERX15025237,ERR15628166
RCN24955,SAMEA120053837,RCN24955_WGS,ERX15025238,ERR15628167
RCN24960,SAMEA120053842,RCN24960_WGS,ERX15025243,ERR15628172
RCN24915,SAMEA120053797,RCN24915_WGS,ERX15025198,ERR15628127
RCN24928,SAMEA120053810,RCN24928_WGS,ERX15025211,ERR15628140
RCN24932,SAMEA120053814,RCN24932_WGS,ERX15025215,ERR15628144
RCN24933,SAMEA120053815,RCN24933_WGS,ERX15025216,ERR15628145
RCN24937,SAMEA120053819,RCN24937_WGS,ERX15025220,ERR15628149
RCN24938,SAMEA120053820,RCN24938_WGS,ERX15025221,ERR15628150
RCN24941,SAMEA120053823,RCN24941_WGS,ERX15025224,ERR15628153
RCN24942,SAMEA120053824,RCN24942_WGS,ERX15025225,ERR15628154
RCN24945,SAMEA120053827,RCN24945_WGS,ERX15025228,ERR15628157
RCN24911,SAMEA120053793,RCN24911_WGS,ERX15025194,ERR15628123
RCN24923,SAMEA120053805,RCN24923_WGS,ERX15025206,ERR15628135
RCN24926,SAMEA120053808,RCN24926_WGS,ERX15025209,ERR15628138
RCN24939,SAMEA120053821,RCN24939_WGS,ERX15025222,ERR15628151
RCN24957,SAMEA120053839,RCN24957_WGS,ERX15025240,ERR15628169
RCN24963,SAMEA120053844,RCN24963_WGS,ERX15025245,ERR15628174
RCN24914,SAMEA120053796,RCN24914_WGS,ERX15025197,ERR15628126
RCN24961,SAMEA120053843,RCN24961_WGS,ERX15025244,ERR15628173
RCN24895,SAMEA120053779,RCN24895_WGS,ERX15025180,ERR15628109
RCN24988,SAMEA120053868,RCN24988_WGS,ERX15025269,ERR15628198
RCN24998,SAMEA120053876,RCN24998_WGS,ERX15025277,ERR15628206
RCN25016,SAMEA120053891,RCN25016_WGS,ERX15025292,ERR15628221
RCN25018,SAMEA120053893,RCN25018_WGS,ERX15025294,ERR15628223
RCN25019,SAMEA120053894,RCN25019_WGS,ERX15025295,ERR15628224
RCN24964,SAMEA120053845,RCN24964_WGS,ERX15025246,ERR15628175
RCN24968,SAMEA120053849,RCN24968_WGS,ERX15025250,ERR15628179
RCN24972,SAMEA120053853,RCN24972_WGS,ERX15025254,ERR15628183
RCN24974,SAMEA120053855,RCN24974_WGS,ERX15025256,ERR15628185
RCN24978,SAMEA120053858,RCN24978_WGS,ERX15025259,ERR15628188
RCN24981,SAMEA120053861,RCN24981_WGS,ERX15025262,ERR15628191
RCN24982,SAMEA120053862,RCN24982_WGS,ERX15025263,ERR15628192
RCN24987,SAMEA120053867,RCN24987_WGS,ERX15025268,ERR15628197
RCN25005,SAMEA120053880,RCN25005_WGS,ERX15025281,ERR15628210
RCN25026,SAMEA120053901,RCN25026_WGS,ERX15025302,ERR15628231
RCN24983,SAMEA120053863,RCN24983_WGS,ERX15025264,ERR15628193
RCN24994,SAMEA120053872,RCN24994_WGS,ERX15025273,ERR15628202
RCN25020,SAMEA120053895,RCN25020_WGS,ERX15025296,ERR15628225
RCN25025,SAMEA120053900,RCN25025_WGS,ERX15025301,ERR15628230
RCN24996,SAMEA120053874,RCN24996_WGS,ERX15025275,ERR15628204
RCN25011,SAMEA120053886,RCN25011_WGS,ERX15025287,ERR15628216
RCN25015,SAMEA120053890,RCN25015_WGS,ERX15025291,ERR15628220
RCN24965,SAMEA120053846,RCN24965_WGS,ERX15025247,ERR15628176
RCN24985,SAMEA120053865,RCN24985_WGS,ERX15025266,ERR15628195
RCN25006,SAMEA120053881,RCN25006_WGS,ERX15025282,ERR15628211
RCN25007,SAMEA120053882,RCN25007_WGS,ERX15025283,ERR15628212
RCN25023,SAMEA120053898,RCN25023_WGS,ERX15025299,ERR15628228
RCN25027,SAMEA120053902,RCN25027_WGS,ERX15025303,ERR15628232
RCN24971,SAMEA120053852,RCN24971_WGS,ERX15025253,ERR15628182
RCN24989,SAMEA120053869,RCN24989_WGS,ERX15025270,ERR15628199
RCN24997,SAMEA120053875,RCN24997_WGS,ERX15025276,ERR15628205
RCN25008,SAMEA120053883,RCN25008_WGS,ERX15025284,ERR15628213
RCN25021,SAMEA120053896,RCN25021_WGS,ERX15025297,ERR15628226
RCN25028,SAMEA120053903,RCN25028_WGS,ERX15025304,ERR15628233
RCN24966,SAMEA120053847,RCN24966_WGS,ERX15025248,ERR15628177
RCN24986,SAMEA120053866,RCN24986_WGS,ERX15025267,ERR15628196
RCN24991,SAMEA120053870,RCN24991_WGS,ERX15025271,ERR15628200
RCN24995,SAMEA120053873,RCN24995_WGS,ERX15025274,ERR15628203
RCN25012,SAMEA120053887,RCN25012_WGS,ERX15025288,ERR15628217
RCN25014,SAMEA120053889,RCN25014_WGS,ERX15025290,ERR15628219
RCN25017,SAMEA120053892,RCN25017_WGS,ERX15025293,ERR15628222
RCN25024,SAMEA120053899,RCN25024_WGS,ERX15025300,ERR15628229
RCN25000,SAMEA120053877,RCN25000_WGS,ERX15025278,ERR15628207
RCN25003,SAMEA120053878,RCN25003_WGS,ERX15025279,ERR15628208
RCN25013,SAMEA120053888,RCN25013_WGS,ERX15025289,ERR15628218
RCN25022,SAMEA120053897,RCN25022_WGS,ERX15025298,ERR15628227
RCN24967,SAMEA120053848,RCN24967_WGS,ERX15025249,ERR15628178
RCN25009,SAMEA120053884,RCN25009_WGS,ERX15025285,ERR15628214
RCN25010,SAMEA120053885,RCN25010_WGS,ERX15025286,ERR15628215
RCN25029,SAMEA120053904,RCN25029_WGS,ERX15025305,ERR15628234
RCN25084,SAMEA120053924,RCN25084_WGS,ERX15025325,ERR15628254
RCN25119,SAMEA120053944,RCN25119_WGS,ERX15025345,ERR15628274
RCN25137,SAMEA120053951,RCN25137_WGS,ERX15025352,ERR15628281
RCN25162,SAMEA120053961,RCN25162_WGS,ERX15025362,ERR15628291
RCN25068,SAMEA120053917,RCN25068_WGS,ERX15025318,ERR15628247
RCN25103,SAMEA120053936,RCN25103_WGS,ERX15025337,ERR15628266
RCN25145,SAMEA120053954,RCN25145_WGS,ERX15025355,ERR15628284
RCN25179,SAMEA120053967,RCN25179_WGS,ERX15025368,ERR15628297
RCN25251,SAMEA120054038,RCN25251_WGS,ERX15025439,ERR15628368
RCN25319,SAMEA120054106,RCN25319_WGS,ERX15025507,ERR15628436
RCN25937,SAMEA120054221,RCN25937_WGS,ERX15025622,ERR15628551
RCN25061,SAMEA120053912,RCN25061_WGS,ERX15025313,ERR15628242
RCN25093,SAMEA120053931,RCN25093_WGS,ERX15025332,ERR15628261
RCN25118,SAMEA120053943,RCN25118_WGS,ERX15025344,ERR15628273
RCN25178,SAMEA120053966,RCN25178_WGS,ERX15025367,ERR15628296
RCN25079,SAMEA120053920,RCN25079_WGS,ERX15025321,ERR15628250
RCN25085,SAMEA120053925,RCN25085_WGS,ERX15025326,ERR15628255
RCN25946,SAMEA120054229,RCN25946_WGS,ERX15025630,ERR15628559
RCN25099,SAMEA120053934,RCN25099_WGS,ERX15025335,ERR15628264
RCN25105,SAMEA120053938,RCN25105_WGS,ERX15025339,ERR15628268
RCN25935,SAMEA120054219,RCN25935_WGS,ERX15025620,ERR15628549
RCN25104,SAMEA120053937,RCN25104_WGS,ERX15025338,ERR15628267
RCN25120,SAMEA120053945,RCN25120_WGS,ERX15025346,ERR15628275
RCN25153,SAMEA120053957,RCN25153_WGS,ERX15025358,ERR15628287
RCN25170,SAMEA120053963,RCN25170_WGS,ERX15025364,ERR15628293
RCN25252,SAMEA120054039,RCN25252_WGS,ERX15025440,ERR15628369
RCN25957,SAMEA120054238,RCN25957_WGS,ERX15025639,ERR15628568
RCN26582,SAMEA120054340,RCN26582_WGS,ERX15025741,ERR15628670
RCN26624,SAMEA120054361,RCN26624_WGS,ERX15025762,ERR15628691
RCN25097,SAMEA120053933,RCN25097_WGS,ERX15025334,ERR15628263
RCN25107,SAMEA120053939,RCN25107_WGS,ERX15025340,ERR15628269
RCN25125,SAMEA120053947,RCN25125_WGS,ERX15025348,ERR15628277
RCN25130,SAMEA120053949,RCN25130_WGS,ERX15025350,ERR15628279
RCN25158,SAMEA120053960,RCN25158_WGS,ERX15025361,ERR15628290
RCN25177,SAMEA120053965,RCN25177_WGS,ERX15025366,ERR15628295
RCN25908,SAMEA120054197,RCN25908_WGS,ERX15025598,ERR15628527
RCN26637,SAMEA120054365,RCN26637_WGS,ERX15025766,ERR15628695
RCN25076,SAMEA120053919,RCN25076_WGS,ERX15025320,ERR15628249
RCN25081,SAMEA120053922,RCN25081_WGS,ERX15025323,ERR15628252
RCN25091,SAMEA120053930,RCN25091_WGS,ERX15025331,ERR15628260
RCN25143,SAMEA120053953,RCN25143_WGS,ERX15025354,ERR15628283
RCN25190,SAMEA120053977,RCN25190_WGS,ERX15025378,ERR15628307
RCN25942,SAMEA120054225,RCN25942_WGS,ERX15025626,ERR15628555
RCN25994,SAMEA120054264,RCN25994_WGS,ERX15025665,ERR15628594
RCN25083,SAMEA120053923,RCN25083_WGS,ERX15025324,ERR15628253
RCN25108,SAMEA120053940,RCN25108_WGS,ERX15025341,ERR15628270
RCN25958,SAMEA120054239,RCN25958_WGS,ERX15025640,ERR15628569
RCN25976,SAMEA120054256,RCN25976_WGS,ERX15025657,ERR15628586
RCN25983,SAMEA120054259,RCN25983_WGS,ERX15025660,ERR15628589
RCN25129,SAMEA120053948,RCN25129_WGS,ERX15025349,ERR15628278
RCN26736,SAMEA120054409,RCN26736_WGS,ERX15025810,ERR15628739
RCN26767,SAMEA120054422,RCN26767_WGS,ERX15025823,ERR15628752
RCN26646,SAMEA120054369,RCN26646_WGS,ERX15025770,ERR15628699
RCN26647,SAMEA120054370,RCN26647_WGS,ERX15025771,ERR15628700
RCN26663,SAMEA120054380,RCN26663_WGS,ERX15025781,ERR15628710
RCN26673,SAMEA120054387,RCN26673_WGS,ERX15025788,ERR15628717
RCN26664,SAMEA120054381,RCN26664_WGS,ERX15025782,ERR15628711
RCN26728,SAMEA120054404,RCN26728_WGS,ERX15025805,ERR15628734
RCN26820,SAMEA120054434,RCN26820_WGS,ERX15025835,ERR15628764
RCN26765,SAMEA120054420,RCN26765_WGS,ERX15025821,ERR15628750
RCN26932,SAMEA120054468,RCN26932_WGS,ERX15025869,ERR15628798
RCN26735,SAMEA120054408,RCN26735_WGS,ERX15025809,ERR15628738
RCN26775,SAMEA120054423,RCN26775_WGS,ERX15025824,ERR15628753
RCN26938,SAMEA120054472,RCN26938_WGS,ERX15025873,ERR15628802
RCN26677,SAMEA120054389,RCN26677_WGS,ERX15025790,ERR15628719
