sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,S-P,S-P-IPTp,INSDC_Pf8,INSDC_Pf8_readcount,INSDC_GenRe_GRC1,INSDC_GenRe_GRC1_readcount,INSDC_GenRe_GRC2,INSDC_GenRe_GRC2_readcount,INSDC_GenRe_SPEC,INSDC_GenRe_SPEC_readcount,GenRe_GRC1_ENA_FASTQ_FTP_1,GenRe_GRC2_ENA_FASTQ_FTP_1,GenRe_SPEC_ENA_FASTQ_FTP_1,Pf8_ENA_FASTQ_FTP_1,GenRe_GRC1_ENA_FASTQ_FTP_2,GenRe_GRC2_ENA_FASTQ_FTP_2,GenRe_SPEC_ENA_FASTQ_FTP_2,Pf8_ENA_FASTQ_FTP_2
RCN15196,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626858,7524954.0,ERR14392818,27048.0,ERR14392819,30526.0,ERR14392820,2700.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14392818/ERR14392818_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/019/ERR14392819/ERR14392819_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/020/ERR14392820/ERR14392820_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15626858/ERR15626858_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14392818/ERR14392818_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/019/ERR14392819/ERR14392819_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/020/ERR14392820/ERR14392820_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15626858/ERR15626858_2.fastq.gz
RCN15197,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626859,13489836.0,ERR14392821,38378.0,ERR14392822,31718.0,ERR14392823,3983.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14392821/ERR14392821_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14392822/ERR14392822_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14392823/ERR14392823_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/059/ERR15626859/ERR15626859_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14392821/ERR14392821_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14392822/ERR14392822_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14392823/ERR14392823_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/059/ERR15626859/ERR15626859_2.fastq.gz
RCN15201,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626863,15279637.0,ERR14392833,40686.0,ERR14392834,39286.0,ERR14392835,5117.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14392833/ERR14392833_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14392834/ERR14392834_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14392835/ERR14392835_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/063/ERR15626863/ERR15626863_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14392833/ERR14392833_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14392834/ERR14392834_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14392835/ERR14392835_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/063/ERR15626863/ERR15626863_2.fastq.gz
RCN15202,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Undetermined,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626864,8301707.0,ERR14392836,38679.0,ERR14392837,31846.0,ERR14392838,832.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14392836/ERR14392836_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14392837/ERR14392837_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14392838/ERR14392838_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/064/ERR15626864/ERR15626864_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14392836/ERR14392836_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14392837/ERR14392837_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14392838/ERR14392838_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/064/ERR15626864/ERR15626864_2.fastq.gz
RCN15208,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626869,18178107.0,ERR14392854,21449.0,ERR14392855,34153.0,ERR14392856,1224.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14392854/ERR14392854_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14392855/ERR14392855_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14392856/ERR14392856_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/069/ERR15626869/ERR15626869_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14392854/ERR14392854_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14392855/ERR14392855_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14392856/ERR14392856_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/069/ERR15626869/ERR15626869_2.fastq.gz
RCN15212,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626873,18348632.0,ERR14392866,28951.0,ERR14392867,30094.0,ERR14392868,2397.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14392866/ERR14392866_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14392867/ERR14392867_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14392868/ERR14392868_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/073/ERR15626873/ERR15626873_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14392866/ERR14392866_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14392867/ERR14392867_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14392868/ERR14392868_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/073/ERR15626873/ERR15626873_2.fastq.gz
RCN15218,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626879,12531142.0,ERR14392881,49544.0,ERR14392882,42539.0,ERR14392883,5719.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14392881/ERR14392881_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14392882/ERR14392882_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/083/ERR14392883/ERR14392883_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/079/ERR15626879/ERR15626879_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14392881/ERR14392881_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14392882/ERR14392882_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/083/ERR14392883/ERR14392883_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/079/ERR15626879/ERR15626879_2.fastq.gz
RCN15220,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626881,15619552.0,ERR14392887,36460.0,ERR14392888,34612.0,ERR14392889,3852.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14392887/ERR14392887_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14392888/ERR14392888_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14392889/ERR14392889_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15626881/ERR15626881_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14392887/ERR14392887_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14392888/ERR14392888_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14392889/ERR14392889_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15626881/ERR15626881_2.fastq.gz
RCN15221,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626882,15393270.0,ERR14392890,32472.0,ERR14392891,26709.0,ERR14392892,2399.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14392890/ERR14392890_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14392891/ERR14392891_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14392892/ERR14392892_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/082/ERR15626882/ERR15626882_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14392890/ERR14392890_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14392891/ERR14392891_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14392892/ERR14392892_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/082/ERR15626882/ERR15626882_2.fastq.gz
RCN15222,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626883,14391177.0,ERR14392893,31498.0,ERR14392894,30337.0,ERR14392895,2339.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14392893/ERR14392893_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14392894/ERR14392894_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14392895/ERR14392895_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/083/ERR15626883/ERR15626883_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14392893/ERR14392893_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14392894/ERR14392894_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14392895/ERR14392895_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/083/ERR15626883/ERR15626883_2.fastq.gz
RCN15227,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626888,16030797.0,ERR14392908,38458.0,ERR14392909,31138.0,ERR14392910,3344.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14392908/ERR14392908_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14392909/ERR14392909_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/010/ERR14392910/ERR14392910_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/088/ERR15626888/ERR15626888_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14392908/ERR14392908_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14392909/ERR14392909_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/010/ERR14392910/ERR14392910_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/088/ERR15626888/ERR15626888_2.fastq.gz
RCN15228,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,ERR15626889,8241051.0,ERR14392911,38923.0,ERR14392912,32775.0,ERR14392913,2988.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/011/ERR14392911/ERR14392911_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14392912/ERR14392912_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14392913/ERR14392913_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/089/ERR15626889/ERR15626889_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/011/ERR14392911/ERR14392911_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14392912/ERR14392912_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14392913/ERR14392913_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/089/ERR15626889/ERR15626889_2.fastq.gz
RCN15233,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626893,16928676.0,ERR14392923,41220.0,ERR14392924,28143.0,ERR14392925,4332.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14392923/ERR14392923_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14392924/ERR14392924_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14392925/ERR14392925_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/093/ERR15626893/ERR15626893_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14392923/ERR14392923_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14392924/ERR14392924_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14392925/ERR14392925_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/093/ERR15626893/ERR15626893_2.fastq.gz
RCN15235,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626895,9851428.0,ERR14392929,35896.0,ERR14392930,31262.0,ERR14392931,2084.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14392929/ERR14392929_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14392930/ERR14392930_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14392931/ERR14392931_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/095/ERR15626895/ERR15626895_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14392929/ERR14392929_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14392930/ERR14392930_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14392931/ERR14392931_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/095/ERR15626895/ERR15626895_2.fastq.gz
RCN15236,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626896,13126165.0,ERR14392932,15710.0,ERR14392933,22507.0,ERR14392934,27.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14392932/ERR14392932_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14392933/ERR14392933_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14392934/ERR14392934_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/096/ERR15626896/ERR15626896_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14392932/ERR14392932_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14392933/ERR14392933_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14392934/ERR14392934_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/096/ERR15626896/ERR15626896_2.fastq.gz
RCN15237,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626897,14598189.0,ERR14392935,30435.0,ERR14392936,20923.0,ERR14392937,42.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14392935/ERR14392935_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14392936/ERR14392936_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14392937/ERR14392937_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/097/ERR15626897/ERR15626897_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14392935/ERR14392935_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14392936/ERR14392936_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14392937/ERR14392937_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/097/ERR15626897/ERR15626897_2.fastq.gz
RCN15238,Laos,AmpSeqV2,Sensitive,Resistant,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15626898,9612382.0,ERR14392938,37565.0,ERR14392939,34745.0,ERR14392940,2641.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14392938/ERR14392938_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14392939/ERR14392939_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14392940/ERR14392940_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/098/ERR15626898/ERR15626898_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14392938/ERR14392938_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14392939/ERR14392939_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14392940/ERR14392940_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/098/ERR15626898/ERR15626898_2.fastq.gz
RCN15241,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626901,11840465.0,ERR14392947,37957.0,ERR14392948,21320.0,ERR14392949,3425.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/047/ERR14392947/ERR14392947_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14392948/ERR14392948_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14392949/ERR14392949_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR15626901/ERR15626901_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/047/ERR14392947/ERR14392947_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14392948/ERR14392948_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14392949/ERR14392949_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR15626901/ERR15626901_2.fastq.gz
RCN15242,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626902,7843928.0,ERR14392950,706.0,ERR14392951,31940.0,ERR14392952,28.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14392950/ERR14392950_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14392951/ERR14392951_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14392952/ERR14392952_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15626902/ERR15626902_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14392950/ERR14392950_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14392951/ERR14392951_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14392952/ERR14392952_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15626902/ERR15626902_2.fastq.gz
RCN15245,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15626904,11104648.0,ERR14392959,32735.0,ERR14392960,25874.0,ERR14392961,3632.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14392959/ERR14392959_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14392960/ERR14392960_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14392961/ERR14392961_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR15626904/ERR15626904_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14392959/ERR14392959_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14392960/ERR14392960_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14392961/ERR14392961_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR15626904/ERR15626904_2.fastq.gz
RCN15246,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626906,12360518.0,ERR14392962,37915.0,ERR14392963,27420.0,ERR14392964,2873.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14392962/ERR14392962_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14392963/ERR14392963_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14392964/ERR14392964_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR15626906/ERR15626906_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14392962/ERR14392962_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14392963/ERR14392963_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14392964/ERR14392964_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR15626906/ERR15626906_2.fastq.gz
RCN15248,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15626908,7005152.0,ERR14392968,39807.0,ERR14392969,32106.0,ERR14392970,1450.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14392968/ERR14392968_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14392969/ERR14392969_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14392970/ERR14392970_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR15626908/ERR15626908_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14392968/ERR14392968_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14392969/ERR14392969_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14392970/ERR14392970_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR15626908/ERR15626908_2.fastq.gz
