sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,S-P,S-P-IPTp,INSDC_Pf8,INSDC_Pf8_readcount,INSDC_GenRe_GRC1,INSDC_GenRe_GRC1_readcount,INSDC_GenRe_GRC2,INSDC_GenRe_GRC2_readcount,INSDC_GenRe_SPEC,INSDC_GenRe_SPEC_readcount,GenRe_GRC1_ENA_FASTQ_FTP_1,GenRe_GRC2_ENA_FASTQ_FTP_1,GenRe_SPEC_ENA_FASTQ_FTP_1,Pf8_ENA_FASTQ_FTP_1,GenRe_GRC1_ENA_FASTQ_FTP_2,GenRe_GRC2_ENA_FASTQ_FTP_2,GenRe_SPEC_ENA_FASTQ_FTP_2,Pf8_ENA_FASTQ_FTP_2
RCN15250,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626910,10075062.0,ERR14392974,209.0,ERR14392975,20456.0,ERR14392976,31.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14392974/ERR14392974_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14392975/ERR14392975_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14392976/ERR14392976_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15626910/ERR15626910_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14392974/ERR14392974_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14392975/ERR14392975_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14392976/ERR14392976_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15626910/ERR15626910_2.fastq.gz
RCN15260,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626918,17163222.0,ERR14392998,27347.0,ERR14392999,27524.0,ERR14393000,1914.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14392998/ERR14392998_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14392999/ERR14392999_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14393000/ERR14393000_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15626918/ERR15626918_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14392998/ERR14392998_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14392999/ERR14392999_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14393000/ERR14393000_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15626918/ERR15626918_2.fastq.gz
RCN15271,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626928,11901687.0,ERR14393028,23084.0,ERR14393029,39786.0,ERR14393030,394.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14393028/ERR14393028_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14393029/ERR14393029_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14393030/ERR14393030_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/028/ERR15626928/ERR15626928_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14393028/ERR14393028_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14393029/ERR14393029_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14393030/ERR14393030_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/028/ERR15626928/ERR15626928_2.fastq.gz
RCN15274,Laos,AmpSeqV2,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Resistant,Sensitive,ERR15626931,14146763.0,ERR14393037,59070.0,ERR14393038,50393.0,ERR14393039,2334.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14393037/ERR14393037_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14393038/ERR14393038_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14393039/ERR14393039_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15626931/ERR15626931_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14393037/ERR14393037_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14393038/ERR14393038_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14393039/ERR14393039_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15626931/ERR15626931_2.fastq.gz
RCN15275,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626932,19232745.0,ERR14393040,68158.0,ERR14393041,26438.0,ERR14393042,2940.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14393040/ERR14393040_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14393041/ERR14393041_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14393042/ERR14393042_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15626932/ERR15626932_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14393040/ERR14393040_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14393041/ERR14393041_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14393042/ERR14393042_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15626932/ERR15626932_2.fastq.gz
RCN15276,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626933,15039110.0,ERR14393043,55412.0,ERR14393044,46741.0,ERR14393045,3156.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14393043/ERR14393043_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14393044/ERR14393044_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14393045/ERR14393045_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15626933/ERR15626933_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14393043/ERR14393043_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14393044/ERR14393044_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14393045/ERR14393045_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15626933/ERR15626933_2.fastq.gz
RCN15278,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626935,15064569.0,ERR14393049,41534.0,ERR14393050,41791.0,ERR14393051,2186.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14393049/ERR14393049_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14393050/ERR14393050_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14393051/ERR14393051_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/035/ERR15626935/ERR15626935_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14393049/ERR14393049_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14393050/ERR14393050_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14393051/ERR14393051_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/035/ERR15626935/ERR15626935_2.fastq.gz
RCN15279,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626936,16251841.0,ERR14393052,48022.0,ERR14393053,45850.0,ERR14393054,2453.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14393052/ERR14393052_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14393053/ERR14393053_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14393054/ERR14393054_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/036/ERR15626936/ERR15626936_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14393052/ERR14393052_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14393053/ERR14393053_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14393054/ERR14393054_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/036/ERR15626936/ERR15626936_2.fastq.gz
RCN15281,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15626938,17251347.0,ERR14393058,31889.0,ERR14393059,42088.0,ERR14393060,2358.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14393058/ERR14393058_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14393059/ERR14393059_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14393060/ERR14393060_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/038/ERR15626938/ERR15626938_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14393058/ERR14393058_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14393059/ERR14393059_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14393060/ERR14393060_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/038/ERR15626938/ERR15626938_2.fastq.gz
RCN15282,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626939,10562734.0,ERR14393061,30321.0,ERR14393062,55613.0,ERR14393063,924.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14393061/ERR14393061_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14393062/ERR14393062_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14393063/ERR14393063_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15626939/ERR15626939_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14393061/ERR14393061_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14393062/ERR14393062_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14393063/ERR14393063_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15626939/ERR15626939_2.fastq.gz
RCN15283,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626940,14956210.0,ERR14393064,59746.0,ERR14393065,48570.0,ERR14393066,2651.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14393064/ERR14393064_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14393065/ERR14393065_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14393066/ERR14393066_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15626940/ERR15626940_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14393064/ERR14393064_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14393065/ERR14393065_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14393066/ERR14393066_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15626940/ERR15626940_2.fastq.gz
RCN15284,Laos,AmpSeqV2,Sensitive,Resistant,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15626941,16413424.0,ERR14393067,63182.0,ERR14393068,48533.0,ERR14393069,4218.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14393067/ERR14393067_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14393068/ERR14393068_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14393069/ERR14393069_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15626941/ERR15626941_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14393067/ERR14393067_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14393068/ERR14393068_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14393069/ERR14393069_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15626941/ERR15626941_2.fastq.gz
RCN15288,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626944,14380954.0,ERR14393073,62932.0,ERR14393074,50365.0,ERR14393075,2244.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14393073/ERR14393073_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14393074/ERR14393074_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14393075/ERR14393075_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/044/ERR15626944/ERR15626944_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14393073/ERR14393073_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14393074/ERR14393074_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14393075/ERR14393075_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/044/ERR15626944/ERR15626944_2.fastq.gz
RCN15292,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626948,15267573.0,ERR14393085,77093.0,ERR14393086,57834.0,ERR14393087,2076.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/085/ERR14393085/ERR14393085_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/086/ERR14393086/ERR14393086_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14393087/ERR14393087_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15626948/ERR15626948_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/085/ERR14393085/ERR14393085_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/086/ERR14393086/ERR14393086_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14393087/ERR14393087_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15626948/ERR15626948_2.fastq.gz
RCN15293,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626949,11783647.0,ERR14393088,55880.0,ERR14393089,45169.0,ERR14393090,2073.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14393088/ERR14393088_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14393089/ERR14393089_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14393090/ERR14393090_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/049/ERR15626949/ERR15626949_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14393088/ERR14393088_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14393089/ERR14393089_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14393090/ERR14393090_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/049/ERR15626949/ERR15626949_2.fastq.gz
RCN15294,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626950,11105675.0,ERR14393091,55347.0,ERR14393092,46028.0,ERR14393093,1005.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14393091/ERR14393091_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14393092/ERR14393092_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14393093/ERR14393093_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15626950/ERR15626950_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14393091/ERR14393091_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14393092/ERR14393092_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14393093/ERR14393093_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15626950/ERR15626950_2.fastq.gz
RCN15295,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626951,11482884.0,ERR14393094,42802.0,ERR14393095,47885.0,ERR14393096,1175.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14393094/ERR14393094_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14393095/ERR14393095_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14393096/ERR14393096_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15626951/ERR15626951_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14393094/ERR14393094_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14393095/ERR14393095_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14393096/ERR14393096_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15626951/ERR15626951_2.fastq.gz
RCN15297,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626953,12211120.0,ERR14393100,52920.0,ERR14393101,45595.0,ERR14393102,2485.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14393100/ERR14393100_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14393101/ERR14393101_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14393102/ERR14393102_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/053/ERR15626953/ERR15626953_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14393100/ERR14393100_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14393101/ERR14393101_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14393102/ERR14393102_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/053/ERR15626953/ERR15626953_2.fastq.gz
RCN15298,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626954,18204125.0,ERR14393103,40845.0,ERR14393104,36550.0,ERR14393105,925.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14393103/ERR14393103_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14393104/ERR14393104_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/005/ERR14393105/ERR14393105_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15626954/ERR15626954_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14393103/ERR14393103_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14393104/ERR14393104_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/005/ERR14393105/ERR14393105_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15626954/ERR15626954_2.fastq.gz
RCN15299,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626955,17465692.0,ERR14393106,24070.0,ERR14393107,49324.0,ERR14393108,2181.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/006/ERR14393106/ERR14393106_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14393107/ERR14393107_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14393108/ERR14393108_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15626955/ERR15626955_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/006/ERR14393106/ERR14393106_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14393107/ERR14393107_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14393108/ERR14393108_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15626955/ERR15626955_2.fastq.gz
RCN15301,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15626957,12793900.0,ERR14393112,58881.0,ERR14393113,45550.0,ERR14393114,360.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14393112/ERR14393112_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14393113/ERR14393113_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/014/ERR14393114/ERR14393114_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15626957/ERR15626957_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14393112/ERR14393112_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14393113/ERR14393113_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/014/ERR14393114/ERR14393114_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15626957/ERR15626957_2.fastq.gz
RCN15302,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15626958,12941039.0,ERR14393115,58588.0,ERR14393116,46369.0,ERR14393117,52.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/015/ERR14393115/ERR14393115_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14393116/ERR14393116_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14393117/ERR14393117_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15626958/ERR15626958_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/015/ERR14393115/ERR14393115_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14393116/ERR14393116_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14393117/ERR14393117_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15626958/ERR15626958_2.fastq.gz
